3.305510951,3.597913337,0,1
3.462496464,2.989479294,0,1
2.568315892,3.727961902,0,1
3.033212297,3.578387589,0,1
2.700035911,3.715077302,0,1
2.11341134,2.262166186,0,1
3.016755361,2.710122918,0,1
2.335833524,3.792784579,0,1
2.247707865,3.935479186,0,1
3.69915937,3.973915313,0,1
2.242167739,2.895549346,0,1
2.011612148,2.031431827,0,1
2.353337982,2.459211472,0,1
3.179184456,2.739908663,0,1
2.72907762,2.570870714,0,1
3.0209229,2.626965031,0,1
2.527121336,3.722623674,0,1
2.938445205,3.651408828,0,1
3.646317456,2.900947127,0,1
2.464054749,3.74667331,0,1
3.286232224,2.247927604,0,1
2.149407546,3.896141081,0,1
3.962591848,2.948660088,0,1
2.711410583,3.681897823,0,1
2.896203022,3.625041952,0,1
2.128553834,3.576042883,0,1
2.499317176,3.205772265,0,1
3.290095962,2.914736493,0,1
3.461678076,2.022220308,0,1
6.174809193,7.820303789,1,0
7.852558242,8.755550665,1,0
7.175750492,5.241702511,1,0
7.28853803,7.195200819,1,0
9.191055705,8.90701927,1,0
7.130613531,8.503629097,1,0
5.749392443,8.761851218,1,0
8.321802874,7.332328356,1,0
5.253591699,9.829493998,1,0
5.135826973,6.574931488,1,0
8.267484305,6.572716796,1,0
8.33286543,7.128076842,1,0
5.048995455,7.215991531,1,0
9.692447407,8.226647192,1,0
6.267914503,8.119646188,1,0
7.206982364,5.299042667,1,0
5.096128553,9.13204836,1,0
6.402716259,5.463835697,1,0
9.798540235,5.242913458,1,0
6.304984856,7.030486662,1,0
7.997424415,5.059336259,1,0
9.462462785,5.076196607,1,0
7.077847033,8.698908658,1,0
7.105542382,8.676272419,1,0
6.784945798,7.306602141,1,0
7.564826769,7.477744798,1,0
7.972174599,7.442516659,1,0
5.91562828,5.462483771,1,0
6.653399875,8.889073668,1,0
